minuto,requisicoes,r200,r400,tempo
2020-09-16 20:20:23,454,444,1,8990
2020-09-16 20:21:23,42,41,1,840
2020-09-16 20:22:23,88,80,8,1760
2020-09-16 20:23:23,78,65,13,1560
2020-09-16 20:24:23,578,478,100,11560
2020-09-16 20:25:23,123,100,23,2460
2020-09-16 20:26:23,88,78,10,1760
2020-09-16 20:27:23,456,400,56,9120
2020-09-16 20:28:23,78,70,8,1560
2020-09-16 20:29:23,56,55,1,1120
2020-09-16 20:30:23,99,90,9,1980
2020-09-16 20:31:23,456,444,12,9120
2020-09-16 20:32:23,6,0,6,120
2020-09-16 20:33:23,233,200,33,4660
2020-09-16 20:34:23,665,555,110,13300
2020-09-16 20:35:23,234,134,100,4680
2020-09-16 20:36:23,23,20,3,460
2020-09-16 20:37:23,232,180,52,4640
2020-09-16 20:38:22,87,50,37,1740
2020-09-16 20:39:22,656,640,15,13110
2020-09-16 20:40:22,345,300,45,6900
2020-09-16 20:41:22,665,643,5,13130
2020-09-16 20:42:22,675,665,10,13500
2020-09-16 20:43:22,65,64,1,1300
2020-09-16 20:44:22,676,673,3,13520
2020-09-16 20:45:22,127,120,7,2540
2020-09-16 20:46:22,234,123,99,4560
2020-09-16 20:47:22,54,30,12,960
2020-09-16 20:48:22,23,10,13,460
2020-09-16 20:49:22,345,280,55,6800
2020-09-16 20:50:22,67,44,12,1230
2020-09-16 20:51:22,45,33,12,900
2020-09-16 20:52:22,78,60,18,1560
2020-09-16 20:53:22,56,33,4,930
2020-09-16 20:54:22,456,326,128,9100
2020-09-16 20:55:22,78,33,32,1430
2020-09-16 20:56:22,345,222,111,6780
2020-09-16 20:57:22,344,300,44,6880
2020-09-16 20:58:22,365,281,64,7100
2020-09-16 20:59:22,456,380,70,9060
2020-09-16 21:00:22,78,44,30,1520
2020-09-16 21:01:22,56,12,40,1080
2020-09-16 21:02:22,489,234,222,9450
2020-09-16 21:03:22,456,269,132,8570
2020-09-16 21:04:21,78,45,33,1560
2020-09-16 21:05:21,453,440,12,9050
2020-09-16 21:06:21,123,98,12,2330
2020-09-16 21:07:21,87,60,27,1740
2020-09-16 21:08:21,453,343,62,8580
2020-09-16 21:09:21,88,12,2,1020
2020-09-16 21:10:21,322,224,34,5800
2020-09-16 21:11:21,87,44,12,1430
2020-09-16 21:12:21,345,340,12,6970
2020-09-16 21:13:21,435,320,115,8700
2020-09-16 21:14:21,153,100,50,3030
2020-09-16 21:15:21,321,320,1,6420
2020-09-16 21:16:21,343,343,0,6860
2020-09-16 21:17:21,88,80,8,1760
2020-09-16 21:18:21,634,555,32,12210
2020-09-16 21:19:21,45,40,5,900
2020-09-16 21:20:21,454,444,1,8990
2020-09-16 21:21:21,42,41,1,840
2020-09-16 21:22:21,88,80,8,1760
2020-09-16 21:23:21,78,65,13,1560
2020-09-16 21:24:21,578,478,100,11560
2020-09-16 21:25:21,123,100,23,2460
2020-09-16 21:26:21,88,78,10,1760
2020-09-16 21:27:21,456,400,56,9120
2020-09-16 21:28:21,78,70,8,1560
2020-09-16 21:29:21,56,55,1,1120
2020-09-16 21:30:20,99,90,9,1980
2020-09-16 21:31:20,456,444,12,9120
2020-09-16 21:32:20,6,0,6,120
2020-09-16 21:33:20,233,200,33,4660
2020-09-16 21:34:20,665,555,110,13300
2020-09-16 21:35:20,234,134,100,4680
2020-09-16 21:36:20,23,20,3,460
2020-09-16 21:37:20,232,180,52,4640
2020-09-16 21:38:20,87,50,37,1740
2020-09-16 21:39:20,656,640,15,13110
2020-09-16 21:40:20,345,300,45,6900
2020-09-16 21:41:20,665,643,5,13130
2020-09-16 21:42:20,675,665,10,13500
2020-09-16 21:43:20,65,64,1,1300
2020-09-16 21:44:20,676,673,3,13520
2020-09-16 21:45:20,127,120,7,2540
2020-09-16 21:46:20,234,123,99,4560
2020-09-16 21:47:20,54,30,12,960
2020-09-16 21:48:20,23,10,13,460
2020-09-16 21:49:20,345,280,55,6800
2020-09-16 21:50:20,67,44,12,1230
2020-09-16 21:51:20,45,33,12,900
2020-09-16 21:52:20,78,60,18,1560
2020-09-16 21:53:20,56,33,4,930
2020-09-16 21:54:20,456,326,128,9100
2020-09-16 21:55:20,78,33,32,1430
2020-09-16 21:56:19,345,222,111,6780
2020-09-16 21:57:19,344,300,44,6880
2020-09-16 21:58:19,365,281,64,7100
2020-09-16 21:59:19,456,380,70,9060
2020-09-16 22:00:19,78,44,30,1520
2020-09-16 22:01:19,56,12,40,1080
2020-09-16 22:02:19,489,234,222,9450
2020-09-16 22:03:19,456,269,132,8570
2020-09-16 22:04:19,78,45,33,1560
2020-09-16 22:05:19,453,440,12,9050
2020-09-16 22:06:19,123,98,12,2330
2020-09-16 22:07:19,87,60,27,1740
2020-09-16 22:08:19,453,343,62,8580
2020-09-16 22:09:19,88,12,2,1020
2020-09-16 22:10:19,322,224,34,5800
2020-09-16 22:11:19,87,44,12,1430
2020-09-16 22:12:19,345,340,12,6970
2020-09-16 22:13:19,435,320,115,8700
2020-09-16 22:14:19,153,100,50,3030
2020-09-16 22:15:19,321,320,1,6420
2020-09-16 22:16:19,343,343,0,6860
2020-09-16 22:17:19,88,80,8,1760
2020-09-16 22:18:19,634,555,32,12210
2020-09-16 22:19:19,45,40,5,900
2020-09-16 22:20:19,454,444,1,8990
2020-09-16 22:21:19,42,41,1,840
2020-09-16 22:22:18,88,80,8,1760
2020-09-16 22:23:18,78,65,13,1560
2020-09-16 22:24:18,578,478,100,11560
2020-09-16 22:25:18,123,100,23,2460
2020-09-16 22:26:18,88,78,10,1760
2020-09-16 22:27:18,456,400,56,9120
2020-09-16 22:28:18,78,70,8,1560
2020-09-16 22:29:18,56,55,1,1120
2020-09-16 22:30:18,99,90,9,1980
2020-09-16 22:31:18,456,444,12,9120
2020-09-16 22:32:18,6,0,6,120
2020-09-16 22:33:18,233,200,33,4660
2020-09-16 22:34:18,665,555,110,13300
2020-09-16 22:35:18,234,134,100,4680
2020-09-16 22:36:18,23,20,3,460
2020-09-16 22:37:18,232,180,52,4640
2020-09-16 22:38:18,87,50,37,1740
2020-09-16 22:39:18,656,640,15,13110
2020-09-16 22:40:18,345,300,45,6900
2020-09-16 22:41:18,665,643,5,13130
2020-09-16 22:42:18,675,665,10,13500
2020-09-16 22:43:18,65,64,1,1300
2020-09-16 22:44:18,676,673,3,13520
2020-09-16 22:45:18,127,120,7,2540
2020-09-16 22:46:18,234,123,99,4560
2020-09-16 22:47:18,54,30,12,960
2020-09-16 22:48:17,23,10,13,460
2020-09-16 22:49:17,345,280,55,6800
2020-09-16 22:50:17,67,44,12,1230
2020-09-16 22:51:17,45,33,12,900
2020-09-16 22:52:17,78,60,18,1560
2020-09-16 22:53:17,56,33,4,930
2020-09-16 22:54:17,456,326,128,9100
2020-09-16 22:55:17,78,33,32,1430
2020-09-16 22:56:17,345,222,111,6780
2020-09-16 22:57:17,344,300,44,6880
2020-09-16 22:58:17,365,281,64,7100
2020-09-16 22:59:17,456,380,70,9060
2020-09-16 23:00:17,78,44,30,1520
2020-09-16 23:01:17,56,12,40,1080
2020-09-16 23:02:17,489,234,222,9450
2020-09-16 23:03:17,456,269,132,8570
2020-09-16 23:04:17,78,45,33,1560
2020-09-16 23:05:17,453,440,12,9050
2020-09-16 23:06:17,123,98,12,2330
2020-09-16 23:07:17,87,60,27,1740
2020-09-16 23:08:17,453,343,62,8580
2020-09-16 23:09:17,88,12,2,1020
2020-09-16 23:10:17,322,224,34,5800
2020-09-16 23:11:17,87,44,12,1430
2020-09-16 23:12:17,345,340,12,6970
2020-09-16 23:13:17,435,320,115,8700
2020-09-16 23:14:16,153,100,50,3030
2020-09-16 23:15:16,321,320,1,6420
2020-09-16 23:16:16,343,343,0,6860
2020-09-16 23:17:16,88,80,8,1760
2020-09-16 23:18:16,634,555,32,12210
2020-09-16 23:19:16,45,40,5,900
2020-09-16 23:20:16,454,444,1,8990
2020-09-16 23:21:16,42,41,1,840
2020-09-16 23:22:16,88,80,8,1760
2020-09-16 23:23:16,78,65,13,1560
2020-09-16 23:24:16,578,478,100,11560
2020-09-16 23:25:16,123,100,23,2460
2020-09-16 23:26:16,88,78,10,1760
2020-09-16 23:27:16,456,400,56,9120
2020-09-16 23:28:16,78,70,8,1560
2020-09-16 23:29:16,56,55,1,1120
2020-09-16 23:30:16,99,90,9,1980
2020-09-16 23:31:16,456,444,12,9120
2020-09-16 23:32:16,6,0,6,120
2020-09-16 23:33:16,233,200,33,4660
2020-09-16 23:34:16,665,555,110,13300
2020-09-16 23:35:16,234,134,100,4680
2020-09-16 23:36:16,23,20,3,460
2020-09-16 23:37:16,232,180,52,4640
2020-09-16 23:38:16,87,50,37,1740
2020-09-16 23:39:16,656,640,15,13110
2020-09-16 23:40:15,345,300,45,6900
2020-09-16 23:41:15,665,643,5,13130
2020-09-16 23:42:15,675,665,10,13500
2020-09-16 23:43:15,65,64,1,1300
2020-09-16 23:44:15,676,673,3,13520
2020-09-16 23:45:15,127,120,7,2540
2020-09-16 23:46:15,234,123,99,4560
2020-09-16 23:47:15,54,30,12,960
2020-09-16 23:48:15,23,10,13,460
2020-09-16 23:49:15,345,280,55,6800
2020-09-16 23:50:15,67,44,12,1230
2020-09-16 23:51:15,45,33,12,900
2020-09-16 23:52:15,78,60,18,1560
2020-09-16 23:53:15,56,33,4,930
2020-09-16 23:54:15,456,326,128,9100
2020-09-16 23:55:15,78,33,32,1430
2020-09-16 23:56:15,345,222,111,6780
2020-09-16 23:57:15,344,300,44,6880
2020-09-16 23:58:15,365,281,64,7100
2020-09-16 23:59:15,456,380,70,9060
2020-09-17 00:00:15,78,44,30,1520
2020-09-17 00:01:15,56,12,40,1080
2020-09-17 00:02:15,489,234,222,9450
2020-09-17 00:03:15,456,269,132,8570
2020-09-17 00:04:15,78,45,33,1560
2020-09-17 00:05:15,453,440,12,9050
2020-09-17 00:06:15,123,98,12,2330
2020-09-17 00:07:14,87,60,27,1740
2020-09-17 00:08:14,453,343,62,8580
2020-09-17 00:09:14,88,12,2,1020
2020-09-17 00:10:14,322,224,34,5800
2020-09-17 00:11:14,87,44,12,1430
2020-09-17 00:12:14,345,340,12,6970
2020-09-17 00:13:14,435,320,115,8700
2020-09-17 00:14:14,153,100,50,3030
2020-09-17 00:15:14,321,320,1,6420
2020-09-17 00:16:14,343,343,0,6860
2020-09-17 00:17:14,88,80,8,1760
2020-09-17 00:18:14,634,555,32,12210
2020-09-17 00:19:14,45,40,5,900
2020-09-17 00:20:14,454,444,1,8990
2020-09-17 00:21:14,42,41,1,840
2020-09-17 00:22:14,88,80,8,1760
2020-09-17 00:23:14,78,65,13,1560
2020-09-17 00:24:14,578,478,100,11560
2020-09-17 00:25:14,123,100,23,2460
2020-09-17 00:26:14,88,78,10,1760
2020-09-17 00:27:14,456,400,56,9120
2020-09-17 00:28:14,78,70,8,1560
2020-09-17 00:29:14,56,55,1,1120
2020-09-17 00:30:14,99,90,9,1980
2020-09-17 00:31:14,456,444,12,9120
2020-09-17 00:32:14,6,0,6,120
2020-09-17 00:33:13,233,200,33,4660
2020-09-17 00:34:13,665,555,110,13300
2020-09-17 00:35:13,234,134,100,4680
2020-09-17 00:36:13,23,20,3,460
2020-09-17 00:37:13,232,180,52,4640
2020-09-17 00:38:13,87,50,37,1740
2020-09-17 00:39:13,656,640,15,13110
2020-09-17 00:40:13,345,300,45,6900
2020-09-17 00:41:13,665,643,5,13130
2020-09-17 00:42:13,675,665,10,13500
2020-09-17 00:43:13,65,64,1,1300
2020-09-17 00:44:13,676,673,3,13520
2020-09-17 00:45:13,127,120,7,2540
2020-09-17 00:46:13,234,123,99,4560
2020-09-17 00:47:13,54,30,12,960
2020-09-17 00:48:13,23,10,13,460
2020-09-17 00:49:13,345,280,55,6800
2020-09-17 00:50:13,67,44,12,1230
2020-09-17 00:51:13,45,33,12,900
2020-09-17 00:52:13,78,60,18,1560
2020-09-17 00:53:13,56,33,4,930
2020-09-17 00:54:13,456,326,128,9100
2020-09-17 00:55:13,78,33,32,1430
2020-09-17 00:56:13,345,222,111,6780
2020-09-17 00:57:13,344,300,44,6880
2020-09-17 00:58:13,365,281,64,7100
2020-09-17 00:59:12,456,380,70,9060
2020-09-17 01:00:12,78,44,30,1520
2020-09-17 01:01:12,56,12,40,1080
2020-09-17 01:02:12,489,234,222,9450
2020-09-17 01:03:12,456,269,132,8570
2020-09-17 01:04:12,78,45,33,1560
2020-09-17 01:05:12,453,440,12,9050
2020-09-17 01:06:12,123,98,12,2330
2020-09-17 01:07:12,87,60,27,1740
2020-09-17 01:08:12,453,343,62,8580
2020-09-17 01:09:12,88,12,2,1020
2020-09-17 01:10:12,322,224,34,5800
2020-09-17 01:11:12,87,44,12,1430
2020-09-17 01:12:12,345,340,12,6970
2020-09-17 01:13:12,435,320,115,8700
2020-09-17 01:14:12,153,100,50,3030
2020-09-17 01:15:12,321,320,1,6420
2020-09-17 01:16:12,343,343,0,6860
2020-09-17 01:17:12,88,80,8,1760
2020-09-17 01:18:12,634,555,32,12210
2020-09-17 01:19:12,45,40,5,900
2020-09-17 01:20:12,454,444,1,8990
2020-09-17 01:21:12,42,41,1,840
2020-09-17 01:22:12,88,80,8,1760
2020-09-17 01:23:12,78,65,13,1560
2020-09-17 01:24:12,578,478,100,11560
2020-09-17 01:25:11,123,100,23,2460
2020-09-17 01:26:11,88,78,10,1760
2020-09-17 01:27:11,456,400,56,9120
2020-09-17 01:28:11,78,70,8,1560
2020-09-17 01:29:11,56,55,1,1120
2020-09-17 01:30:11,99,90,9,1980
2020-09-17 01:31:11,456,444,12,9120
2020-09-17 01:32:11,6,0,6,120
2020-09-17 01:33:11,233,200,33,4660
2020-09-17 01:34:11,665,555,110,13300
2020-09-17 01:35:11,234,134,100,4680
2020-09-17 01:36:11,23,20,3,460
2020-09-17 01:37:11,232,180,52,4640
2020-09-17 01:38:11,87,50,37,1740
2020-09-17 01:39:11,656,640,15,13110
2020-09-17 01:40:11,345,300,45,6900
2020-09-17 01:41:11,665,643,5,13130
2020-09-17 01:42:11,675,665,10,13500
2020-09-17 01:43:11,65,64,1,1300
2020-09-17 01:44:11,676,673,3,13520
2020-09-17 01:45:11,127,120,7,2540
2020-09-17 01:46:11,234,123,99,4560
2020-09-17 01:47:11,54,30,12,960
2020-09-17 01:48:11,23,10,13,460
2020-09-17 01:49:11,345,280,55,6800
2020-09-17 01:50:11,67,44,12,1230
2020-09-17 01:51:10,45,33,12,900
2020-09-17 01:52:10,78,60,18,1560
2020-09-17 01:53:10,56,33,4,930
2020-09-17 01:54:10,456,326,128,9100
2020-09-17 01:55:10,78,33,32,1430
2020-09-17 01:56:10,345,222,111,6780
2020-09-17 01:57:10,344,300,44,6880
2020-09-17 01:58:10,365,281,64,7100
2020-09-17 01:59:10,456,380,70,9060
2020-09-17 02:00:10,78,44,30,1520
2020-09-17 02:01:10,56,12,40,1080
2020-09-17 02:02:10,489,234,222,9450
2020-09-17 02:03:10,456,269,132,8570
2020-09-17 02:04:10,78,45,33,1560
2020-09-17 02:05:10,453,440,12,9050
2020-09-17 02:06:10,123,98,12,2330
2020-09-17 02:07:10,87,60,27,1740
2020-09-17 02:08:10,453,343,62,8580
2020-09-17 02:09:10,88,12,2,1020
2020-09-17 02:10:10,322,224,34,5800
2020-09-17 02:11:10,87,44,12,1430
2020-09-17 02:12:10,345,340,12,6970
2020-09-17 02:13:10,435,320,115,8700
2020-09-17 02:14:10,153,100,50,3030
2020-09-17 02:15:10,321,320,1,6420
2020-09-17 02:16:10,343,343,0,6860
2020-09-17 02:17:09,88,80,8,1760
2020-09-17 02:18:09,634,555,32,12210
2020-09-17 02:19:09,45,40,5,900
2020-09-17 02:20:09,454,444,1,8990
2020-09-17 02:21:09,42,41,1,840
2020-09-17 02:22:09,88,80,8,1760
2020-09-17 02:23:09,78,65,13,1560
2020-09-17 02:24:09,578,478,100,11560
2020-09-17 02:25:09,123,100,23,2460
2020-09-17 02:26:09,88,78,10,1760
2020-09-17 02:27:09,456,400,56,9120
2020-09-17 02:28:09,78,70,8,1560
2020-09-17 02:29:09,56,55,1,1120
2020-09-17 02:30:09,99,90,9,1980
2020-09-17 02:31:09,456,444,12,9120
2020-09-17 02:32:09,6,0,6,120
2020-09-17 02:33:09,233,200,33,4660
2020-09-17 02:34:09,665,555,110,13300
2020-09-17 02:35:09,234,134,100,4680
2020-09-17 02:36:09,23,20,3,460
2020-09-17 02:37:09,232,180,52,4640
2020-09-17 02:38:09,87,50,37,1740
2020-09-17 02:39:09,656,640,15,13110
2020-09-17 02:40:09,345,300,45,6900
2020-09-17 02:41:09,665,643,5,13130
2020-09-17 02:42:09,675,665,10,13500
2020-09-17 02:43:08,65,64,1,1300
2020-09-17 02:44:08,676,673,3,13520
2020-09-17 02:45:08,127,120,7,2540
2020-09-17 02:46:08,234,123,99,4560
2020-09-17 02:47:08,54,30,12,960
2020-09-17 02:48:08,23,10,13,460
2020-09-17 02:49:08,345,280,55,6800
2020-09-17 02:50:08,67,44,12,1230
2020-09-17 02:51:08,45,33,12,900
2020-09-17 02:52:08,78,60,18,1560
2020-09-17 02:53:08,56,33,4,930
2020-09-17 02:54:08,456,326,128,9100
2020-09-17 02:55:08,78,33,32,1430
2020-09-17 02:56:08,345,222,111,6780
2020-09-17 02:57:08,344,300,44,6880
2020-09-17 02:58:08,365,281,64,7100
2020-09-17 02:59:08,456,380,70,9060
2020-09-17 03:00:08,78,44,30,1520
2020-09-17 03:01:08,56,12,40,1080
2020-09-17 03:02:08,489,234,222,9450
2020-09-17 03:03:08,456,269,132,8570
2020-09-17 03:04:08,78,45,33,1560
2020-09-17 03:05:08,453,440,12,9050
2020-09-17 03:06:08,123,98,12,2330
2020-09-17 03:07:08,87,60,27,1740
2020-09-17 03:08:08,453,343,62,8580
2020-09-17 03:09:07,88,12,2,1020
2020-09-17 03:10:07,322,224,34,5800
2020-09-17 03:11:07,87,44,12,1430
2020-09-17 03:12:07,345,340,12,6970
2020-09-17 03:13:07,435,320,115,8700
2020-09-17 03:14:07,153,100,50,3030
2020-09-17 03:15:07,321,320,1,6420
2020-09-17 03:16:07,343,343,0,6860
2020-09-17 03:17:07,88,80,8,1760
2020-09-17 03:18:07,634,555,32,12210
2020-09-17 03:19:07,45,40,5,900
2020-09-17 03:20:07,454,444,1,8990
2020-09-17 03:21:07,42,41,1,840
2020-09-17 03:22:07,88,80,8,1760
2020-09-17 03:23:07,78,65,13,1560
2020-09-17 03:24:07,578,478,100,11560
2020-09-17 03:25:07,123,100,23,2460
2020-09-17 03:26:07,88,78,10,1760
2020-09-17 03:27:07,456,400,56,9120
2020-09-17 03:28:07,78,70,8,1560
2020-09-17 03:29:07,56,55,1,1120
2020-09-17 03:30:07,99,90,9,1980
2020-09-17 03:31:07,456,444,12,9120
2020-09-17 03:32:07,6,0,6,120
2020-09-17 03:33:07,233,200,33,4660
2020-09-17 03:34:07,665,555,110,13300
2020-09-17 03:35:06,234,134,100,4680
2020-09-17 03:36:06,23,20,3,460
2020-09-17 03:37:06,232,180,52,4640
2020-09-17 03:38:06,87,50,37,1740
2020-09-17 03:39:06,656,640,15,13110
2020-09-17 03:40:06,345,300,45,6900
2020-09-17 03:41:06,665,643,5,13130
2020-09-17 03:42:06,675,665,10,13500
2020-09-17 03:43:06,65,64,1,1300
2020-09-17 03:44:06,676,673,3,13520
2020-09-17 03:45:06,127,120,7,2540
2020-09-17 03:46:06,234,123,99,4560
2020-09-17 03:47:06,54,30,12,960
2020-09-17 03:48:06,23,10,13,460
2020-09-17 03:49:06,345,280,55,6800
2020-09-17 03:50:06,67,44,12,1230
2020-09-17 03:51:06,45,33,12,900
2020-09-17 03:52:06,78,60,18,1560
2020-09-17 03:53:06,56,33,4,930
2020-09-17 03:54:06,456,326,128,9100
2020-09-17 03:55:06,78,33,32,1430
2020-09-17 03:56:06,345,222,111,6780
2020-09-17 03:57:06,344,300,44,6880
2020-09-17 03:58:06,365,281,64,7100
2020-09-17 03:59:06,456,380,70,9060
2020-09-17 04:00:06,78,44,30,1520
2020-09-17 04:01:05,56,12,40,1080
2020-09-17 04:02:05,489,234,222,9450
2020-09-17 04:03:05,456,269,132,8570
2020-09-17 04:04:05,78,45,33,1560
2020-09-17 04:05:05,453,440,12,9050
2020-09-17 04:06:05,123,98,12,2330
2020-09-17 04:07:05,87,60,27,1740
2020-09-17 04:08:05,453,343,62,8580
2020-09-17 04:09:05,88,12,2,1020
2020-09-17 04:10:05,322,224,34,5800
2020-09-17 04:11:05,87,44,12,1430
2020-09-17 04:12:05,345,340,12,6970
2020-09-17 04:13:05,435,320,115,8700
2020-09-17 04:14:05,153,100,50,3030
2020-09-17 04:15:05,321,320,1,6420
2020-09-17 04:16:05,343,343,0,6860
2020-09-17 04:17:05,88,80,8,1760
2020-09-17 04:18:05,634,555,32,12210
2020-09-17 04:19:05,45,40,5,900
2020-09-17 04:20:05,454,444,1,8990
2020-09-17 04:21:05,42,41,1,840
2020-09-17 04:22:05,88,80,8,1760
2020-09-17 04:23:05,78,65,13,1560
2020-09-17 04:24:05,578,478,100,11560
2020-09-17 04:25:05,123,100,23,2460
2020-09-17 04:26:05,88,78,10,1760
2020-09-17 04:27:04,456,400,56,9120
2020-09-17 04:28:04,78,70,8,1560
2020-09-17 04:29:04,56,55,1,1120
2020-09-17 04:30:04,99,90,9,1980
2020-09-17 04:31:04,456,444,12,9120
2020-09-17 04:32:04,6,0,6,120
2020-09-17 04:33:04,233,200,33,4660
2020-09-17 04:34:04,665,555,110,13300
2020-09-17 04:35:04,234,134,100,4680
2020-09-17 04:36:04,23,20,3,460
2020-09-17 04:37:04,232,180,52,4640
2020-09-17 04:38:04,87,50,37,1740
2020-09-17 04:39:04,656,640,15,13110
2020-09-17 04:40:04,345,300,45,6900
2020-09-17 04:41:04,665,643,5,13130
2020-09-17 04:42:04,675,665,10,13500
2020-09-17 04:43:04,65,64,1,1300
2020-09-17 04:44:04,676,673,3,13520
2020-09-17 04:45:04,127,120,7,2540
2020-09-17 04:46:04,234,123,99,4560
2020-09-17 04:47:04,54,30,12,960
2020-09-17 04:48:04,23,10,13,460
2020-09-17 04:49:04,345,280,55,6800
2020-09-17 04:50:04,67,44,12,1230
2020-09-17 04:51:04,45,33,12,900
2020-09-17 04:52:04,78,60,18,1560
2020-09-17 04:53:03,56,33,4,930
2020-09-17 04:54:03,456,326,128,9100
2020-09-17 04:55:03,78,33,32,1430
2020-09-17 04:56:03,345,222,111,6780
2020-09-17 04:57:03,344,300,44,6880
2020-09-17 04:58:03,365,281,64,7100
2020-09-17 04:59:03,456,380,70,9060
2020-09-17 05:00:03,78,44,30,1520
2020-09-17 05:01:03,56,12,40,1080
2020-09-17 05:02:03,489,234,222,9450
2020-09-17 05:03:03,456,269,132,8570
2020-09-17 05:04:03,78,45,33,1560
2020-09-17 05:05:03,453,440,12,9050
2020-09-17 05:06:03,123,98,12,2330
2020-09-17 05:07:03,87,60,27,1740
2020-09-17 05:08:03,453,343,62,8580
2020-09-17 05:09:03,88,12,2,1020
2020-09-17 05:10:03,322,224,34,5800
2020-09-17 05:11:03,87,44,12,1430
2020-09-17 05:12:03,345,340,12,6970
2020-09-17 05:13:03,435,320,115,8700
2020-09-17 05:14:03,153,100,50,3030
2020-09-17 05:15:03,321,320,1,6420
2020-09-17 05:16:03,343,343,0,6860
2020-09-17 05:17:03,88,80,8,1760
2020-09-17 05:18:03,634,555,32,12210
2020-09-17 05:19:02,45,40,5,900
2020-09-17 05:20:02,454,444,1,8990
2020-09-17 05:21:02,42,41,1,840
2020-09-17 05:22:02,88,80,8,1760
2020-09-17 05:23:02,78,65,13,1560
2020-09-17 05:24:02,578,478,100,11560
2020-09-17 05:25:02,123,100,23,2460
2020-09-17 05:26:02,88,78,10,1760
2020-09-17 05:27:02,456,400,56,9120
2020-09-17 05:28:02,78,70,8,1560
2020-09-17 05:29:02,56,55,1,1120
2020-09-17 05:30:02,99,90,9,1980
2020-09-17 05:31:02,456,444,12,9120
2020-09-17 05:32:02,6,0,6,120
2020-09-17 05:33:02,233,200,33,4660
2020-09-17 05:34:02,665,555,110,13300
2020-09-17 05:35:02,234,134,100,4680
2020-09-17 05:36:02,23,20,3,460
2020-09-17 05:37:02,232,180,52,4640
2020-09-17 05:38:02,87,50,37,1740
2020-09-17 05:39:02,656,640,15,13110
2020-09-17 05:40:02,345,300,45,6900
2020-09-17 05:41:02,665,643,5,13130
2020-09-17 05:42:02,675,665,10,13500
2020-09-17 05:43:02,65,64,1,1300
2020-09-17 05:44:02,676,673,3,13520
2020-09-17 05:45:01,127,120,7,2540
2020-09-17 05:46:01,234,123,99,4560
2020-09-17 05:47:01,54,30,12,960
2020-09-17 05:48:01,23,10,13,460
2020-09-17 05:49:01,345,280,55,6800
2020-09-17 05:50:01,67,44,12,1230
2020-09-17 05:51:01,45,33,12,900
2020-09-17 05:52:01,78,60,18,1560
2020-09-17 05:53:01,56,33,4,930
2020-09-17 05:54:01,456,326,128,9100
2020-09-17 05:55:01,78,33,32,1430
2020-09-17 05:56:01,345,222,111,6780
2020-09-17 05:57:01,344,300,44,6880
2020-09-17 05:58:01,365,281,64,7100
2020-09-17 05:59:01,456,380,70,9060
2020-09-17 06:00:01,78,44,30,1520
2020-09-17 06:01:01,56,12,40,1080
2020-09-17 06:02:01,489,234,222,9450
2020-09-17 06:03:01,456,269,132,8570
2020-09-17 06:04:01,78,45,33,1560
2020-09-17 06:05:01,453,440,12,9050
2020-09-17 06:06:01,123,98,12,2330
2020-09-17 06:07:01,87,60,27,1740
2020-09-17 06:08:01,453,343,62,8580
2020-09-17 06:09:01,88,12,2,1020
2020-09-17 06:10:01,322,224,34,5800
2020-09-17 06:11:00,87,44,12,1430
2020-09-17 06:12:00,345,340,12,6970
2020-09-17 06:13:00,435,320,115,8700
2020-09-17 06:14:00,153,100,50,3030
2020-09-17 06:15:00,321,320,1,6420
2020-09-17 06:16:00,343,343,0,6860
2020-09-17 06:17:00,88,80,8,1760
2020-09-17 06:18:00,634,555,32,12210
2020-09-17 06:19:00,45,40,5,900
2020-09-17 06:20:00,454,444,1,8990
2020-09-17 06:21:00,42,41,1,840
2020-09-17 06:22:00,88,80,8,1760
2020-09-17 06:23:00,78,65,13,1560
2020-09-17 06:24:00,578,478,100,11560
2020-09-17 06:25:00,123,100,23,2460
2020-09-17 06:26:00,88,78,10,1760
2020-09-17 06:27:00,456,400,56,9120
2020-09-17 06:28:00,78,70,8,1560
2020-09-17 06:29:00,56,55,1,1120
2020-09-17 06:30:00,99,90,9,1980
2020-09-17 06:31:00,456,444,12,9120
2020-09-17 06:32:00,6,0,6,120
2020-09-17 06:33:00,233,200,33,4660
2020-09-17 06:34:00,665,555,110,13300
2020-09-17 06:35:00,234,134,100,4680
2020-09-17 06:36:00,23,20,3,460
2020-09-17 06:36:59,232,180,52,4640
2020-09-17 06:37:59,87,50,37,1740
2020-09-17 06:38:59,656,640,15,13110
2020-09-17 06:39:59,345,300,45,6900
2020-09-17 06:40:59,665,643,5,13130
2020-09-17 06:41:59,675,665,10,13500
2020-09-17 06:42:59,65,64,1,1300
2020-09-17 06:43:59,676,673,3,13520
2020-09-17 06:44:59,127,120,7,2540
2020-09-17 06:45:59,234,123,99,4560
2020-09-17 06:46:59,54,30,12,960
2020-09-17 06:47:59,23,10,13,460
2020-09-17 06:48:59,345,280,55,6800
2020-09-17 06:49:59,67,44,12,1230
2020-09-17 06:50:59,45,33,12,900
2020-09-17 06:51:59,78,60,18,1560
2020-09-17 06:52:59,56,33,4,930
2020-09-17 06:53:59,456,326,128,9100
2020-09-17 06:54:59,78,33,32,1430
2020-09-17 06:55:59,345,222,111,6780
2020-09-17 06:56:59,344,300,44,6880
2020-09-17 06:57:59,365,281,64,7100
